groupIDs,roomName,RoleName,userIDs,content,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
2h,Reflection team discussion of first batch results,Mentor,201,How did you decide on the 5 devices that you just received results for?,0,0,1,0,0,0,4,14
2h,Reflection team discussion of first batch results,Player,199,Well we decided based on our discussion last week,0,0,0,0,0,0,3,9
2h,Reflection team discussion of first batch results,Player,204,We went mostly by our consultant's recommendations i thikn,0,0,0,0,0,0,5,9
2h,Reflection team discussion of first batch results,Player,204,think,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,204,"Also, we just made sure they were all different",0,0,0,0,0,0,5,9
2h,Reflection team discussion of first batch results,Mentor,201,Why did you choose these devices?,0,1,1,0,0,0,4,6
2h,Reflection team discussion of first batch results,Player,202,so that we could test as many different approaches as possible to get the best design,0,0,0,0,1,0,4,16
2h,Reflection team discussion of first batch results,Player,202,we chose them because they met the requirements of our consultants requests,0,1,0,1,0,0,4,12
2h,Reflection team discussion of first batch results,Player,199,yeah I remember we particularly wanted to test the effects of the process on the attributes for steric hinderance as it seemed to be a favorite,0,0,0,0,0,0,3,26
2h,Reflection team discussion of first batch results,Player,200,Yeah I agree with that,0,0,0,0,0,0,3,5
2h,Reflection team discussion of first batch results,Player,202,yes,0,0,0,0,0,0,4,1
2h,Reflection team discussion of first batch results,Player,205,sure,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,203,yes,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,204,Yeah,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,199,Yes its pretty much impossible to completely satisfy all the consultants,0,0,0,0,0,0,3,11
2h,Reflection team discussion of first batch results,Mentor,201,"Soon, you will be switching teams and sharing your design experience with your new teams. What do you plan to bring to your group?",0,0,1,0,0,0,4,24
2h,Reflection team discussion of first batch results,Player,204,The results of this experiment,0,0,0,0,0,0,5,5
2h,Reflection team discussion of first batch results,Player,199,well we have data that shows a range of designs for polyrenalate which can be compared to the other possible materials,1,0,0,0,0,0,3,21
2h,Reflection team discussion of first batch results,Player,204,In order to compare,1,0,0,0,0,0,5,4
2h,Reflection team discussion of first batch results,Player,205,Knowledge of PRNLT and design parameters?,0,0,1,0,0,0,5,6
2h,Reflection team discussion of first batch results,Player,202,knowledge of prnlt that other people not within this group might not be familiar with,0,0,0,0,0,0,4,15
2h,Reflection team discussion of first batch results,Player,205,yep,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,204,Yee,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,203,yeah,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,200,Yeah,0,0,0,0,0,0,3,1
2h,Reflection team discussion of first batch results,Player,202,yes,0,0,0,0,0,0,4,1
2h,Reflection team discussion of first batch results,Player,199,yeah,0,0,0,0,0,0,3,1
2h,Reflection team discussion of first batch results,Mentor,201,"Okay everyone, that concludes our discussion.",0,0,0,0,0,0,4,6
2h,Reflection team discussion of first batch results,Mentor,201,Thanks for participating in the team meeting. Don't forget to submit your write-up to Alex.,0,0,0,0,0,0,4,15
2h,Reflection team discussion of first batch results,Player,199,cool anything else today?,0,0,1,0,0,0,3,4
2h,Reflection team discussion of first batch results,Player,199,ok awesome,0,0,0,0,0,0,3,2
2h,Reflection team discussion of first batch results,Mentor,201,"Just a reminder that this is the last time you will be meeting with your current team. Next time you will be in your new design teams! You may have a new design advisor in your new team, I'm glad I had the opportunity to work with all of you though!",0,0,0,0,0,0,4,51
2h,Reflection team discussion of first batch results,Player,199,ok thanks Darren,0,0,0,0,0,0,3,3
2h,Reflection team discussion of first batch results,Player,204,Thanks,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,204,Ill miss you guys,0,0,0,0,0,0,5,4
2h,Reflection team discussion of first batch results,Player,202,thank you Darren!,0,0,0,0,0,0,4,3
2h,Reflection team discussion of first batch results,Player,200,Thanks a lot Darren,0,0,0,0,0,0,3,4
2h,Reflection team discussion of first batch results,Player,203,Thanks to all of you!,0,0,0,0,0,0,5,5
2h,Reflection team discussion of first batch results,Player,200,It was awesome getting to work with all of you,0,0,0,0,0,0,3,10
2h,Reflection team discussion of first batch results,Player,199,im getting team PRNLT tattooed on my back who's in?,0,0,1,0,0,0,3,10
2h,Reflection team discussion of first batch results,Player,200,Never forget,0,0,0,0,0,0,3,2
2h,Reflection team discussion of first batch results,Player,202,im game,0,0,0,0,0,0,4,2
3h,Introduction and Workflow Tutorial with Entrance Interview,Player,206,hey guys,0,0,0,0,0,0,7,2
3h,Introduction and Workflow Tutorial with Entrance Interview,Player,207,Alex how can I resubmit??,0,0,1,0,0,0,5,5
3h,Introduction and Workflow Tutorial with Entrance Interview,Player,207,Someone help??|,0,0,1,0,0,0,5,2
3h,Background research on dialysis,Player,208,For this dialysis entry or last weeks?,0,0,1,0,0,0,1,7
3h,Introduction and Workflow Tutorial with Entrance Interview,Player,207,"last weeks...Alex sent it back, but I do not know how to resubmit because I do not see how to",0,0,0,0,0,0,5,20
3h,Background research on dialysis,Player,208,How do you know it needs sent back?,0,0,1,0,0,0,1,8
3h,Introduction and Workflow Tutorial with Entrance Interview,Player,207,it does but there is no option to redo it and send it back,0,0,0,0,0,0,5,14
3h,Background research on dialysis,Player,206,Email Bodnar (or ask or if you're going to class). It's probably just because the dates in here are all messed up.,0,0,0,0,0,0,7,22
3h,Introduction and Workflow Tutorial with Entrance Interview,Player,207,okay I'm in class now so I will ask the Ta,0,0,0,0,0,0,5,11
3h,Background research on dialysis,Mentor,201,"Back when I was an undergrad, I interned at a mechanical engineering company that designed exoskeletons for rescue workers. You are working on a different project, but I have put an example of the summary I used for my previous project in the shared space. Alex is pretty similar to my boss at the internship, so youÛªre welcome to use this as a template to write your own.  Note the language and the length of the response.",0,0,0,0,0,1,4,77
3h,Background research on dialysis,Mentor,201,Please pay close attention to the citation methods used in my example. I know Alex will be a stickler for following correct citation methods.,0,1,0,0,0,0,4,24
3h,Background research on dialysis,Player,206,"Darren, does that mean the Background Research Notebook should be submitted by 2:50 today?",0,1,1,0,0,0,7,14
3h,Graphing Surfactant Data,Mentor,201,"I posted another notebook entry from my old internship in the shared space. In my internship we studied control sensors and power sources, but youÛªre looking at surfactants. Nevertheless, youÛªre welcome to use the example to model your own response after.",1,0,0,0,0,0,4,41
3h,Introduction and Workflow Tutorial with Entrance Interview,Player,207,"Hey, i resubmitted the notebook will I be able to access the new task soon??",0,0,1,0,0,0,5,15
3h,Background research on dialysis,Player,207,"can we have more time on the dialysis works, since the assignment opened up late??",0,0,1,0,0,0,5,15
3h,Background research on dialysis,Player,207,Thanks,0,0,0,0,0,0,5,1
3h,Graphing Surfactant Data,Player,206,So how does this team discussion thing work,0,0,0,0,0,0,7,8
3h,Reflection team discussion of surfactants,Player,209,Sounds good to me.,0,0,0,0,0,0,4,4
3h,Reflection team discussion of surfactants,Player,206,I most surely am ready!,0,0,0,0,0,0,7,5
3h,Reflection team discussion of surfactants,Player,207,well that's good...what are we talking about?,0,0,1,0,0,0,5,7
3h,Graphing Surfactant Data,Player,208,Hey!,0,0,0,0,0,0,1,1
3h,Reflection team discussion of surfactants,Player,206,"Hello, Darren.",0,0,0,0,0,0,7,2
3h,Graphing Surfactant Data,Player,210,Hi!,0,0,0,0,0,0,4,1
3h,Graphing Surfactant Data,Player,208,What did everyone choose for the most effective surfactant?,0,1,1,0,0,0,1,9
3h,Reflection team discussion of surfactants,Player,206,I selected the steric hindering surfactant!,0,0,0,0,0,0,7,6
3h,Reflection team discussion of surfactants,Player,209,I think the steric hindrance surfactant would be the best choice.,0,0,0,0,0,0,4,11
3h,Reflection team discussion of surfactants,Player,207,Steric Hindering,0,0,0,0,0,0,5,2
3h,Graphing Surfactant Data,Player,210,Me too!,0,0,0,0,0,0,4,2
3h,Reflection team discussion of surfactants,Player,207,well then it's agreed we should do Steric Hindering,0,1,0,0,0,0,5,9
3h,Reflection team discussion of surfactants,Player,209,"Well, looks like this might be an easy final decision.",0,0,0,0,0,0,4,10
3h,Graphing Surfactant Data,Player,210,ok cool! do we just wait for an email now?,0,0,1,0,0,0,4,10
3h,Reflection team discussion of surfactants,Player,209,"So if we all agree on steric hindering, what is our next step?",0,0,1,0,0,0,4,13
3h,Graphing Surfactant Data,Player,208,I chose Biological because of high marketability and high cost but Steric was a close second so I  think thats a good decision.,0,1,0,0,1,0,1,23
3h,Reflection team discussion of surfactants,Player,207,i have no clue,0,0,0,0,0,0,5,4
3h,Reflection team discussion of surfactants,Mentor,201,Was there one surfactant that performed well for every attribute?,0,0,1,0,0,0,4,10
3h,Reflection team discussion of surfactants,Player,206,"the negative charge surfactant was the middle of the road for every category, but the steric hindering surfactant had the highest average score (out of 5, with the ranking calculated based on most to least desireable).",0,0,0,0,1,0,7,36
3h,Graphing Surfactant Data,Player,208,I agree,0,0,0,0,0,0,1,2
3h,Reflection team discussion of surfactants,Player,209,"Yeah, each one had strengths and weaknesses, which made prioritizing the categories a pain.",0,0,0,0,0,0,4,14
3h,Graphing Surfactant Data,Player,210,"yes, steric hindering performed the best overall even though it wasnt the best in every single category",0,0,0,0,0,0,4,17
3h,Graphing Surfactant Data,Player,208,No surfactant was pretty much worst across the board,0,0,0,0,0,0,1,9
3h,Reflection team discussion of surfactants,Mentor,201,How were the surfactant graphs helpful in making your final surfactant choice?,0,0,1,0,0,0,4,12
3h,Reflection team discussion of surfactants,Player,209,"I thought they were helpful, but the actual numbered table was more helpful to me than the colored diagram.",0,0,0,0,0,0,4,19
3h,Graphing Surfactant Data,Player,210,"When we graphed it, it was really helpful to see the rankings",0,0,0,0,0,0,4,12
3h,Graphing Surfactant Data,Player,208,I thought it was helpful but not completely necessary as the table displayed the same information just not quite as easy to read,0,0,0,0,0,0,1,23
3h,Reflection team discussion of surfactants,Player,207,"Ya whatever surfactant had the highest number means that it has the best performance overall., which means the graph was very helpful",0,0,0,0,0,0,5,22
3h,Reflection team discussion of surfactants,Player,206,"I liked the graph for the multidimensional analysis - that was more convenient for me than the chart, like Kelly said.",0,0,0,0,0,0,7,21
3h,Reflection team discussion of surfactants,Mentor,201,Did you value some attributes more than others when choosing the best surfactant?,0,0,1,0,0,0,4,13
3h,Reflection team discussion of surfactants,Player,206,I thought that the reliability and reactivity were very important because of their effects on the end user - we don't want the customer to be uncomfortable or in danger.,0,0,0,1,0,0,7,30
3h,Reflection team discussion of surfactants,Player,209,"I personally used the marketability as my first factor, especially since the steric hindrance and the biological surfactant were much more marketable than the others. After that, I looked at the reliability and blood cell reactivity.",0,0,0,0,1,0,4,36
3h,Graphing Surfactant Data,Player,208,Health of customer and reliability take prefenence,0,0,0,0,0,0,1,7
3h,Reflection team discussion of surfactants,Player,207,ya agreed,0,0,0,0,0,0,5,2
3h,Graphing Surfactant Data,Player,210,"I thought marketability was really important, and also reliability, so we know it will last and not need to be replaced",0,0,0,0,0,0,4,21
3h,Graphing Surfactant Data,Player,208,RT,0,0,0,0,0,0,1,1
3h,Reflection team discussion of surfactants,Player,207,Reliability by far was the most important duh,0,0,0,0,0,0,5,8
3h,Graphing Surfactant Data,Player,208,RT and fav,0,0,0,0,0,0,1,3
3h,Graphing Surfactant Data,Player,210,yeah I think so too.  It can't be used if its going to break and not work,0,0,0,0,0,0,4,17
3h,Graphing Surfactant Data,Player,208,That also affects marketability because everything hinges on if it works,0,0,0,0,0,0,1,11
3h,Reflection team discussion of surfactants,Player,209,I agree,0,0,0,0,0,0,4,2
3h,Reflection team discussion of surfactants,Player,206,I would say there wasn't one explicitly because it's a multifaceted product and many things have to be taken into consideration - you can't just have a lasting product if it isn't going to sell or if it isn't going to be comfortable for the customer.,0,1,0,1,0,0,7,46
3h,Reflection team discussion of surfactants,Player,209,Yes,0,0,0,0,0,0,4,1
3h,Graphing Surfactant Data,Player,210,yes,0,0,0,0,0,0,4,1
3h,Reflection team discussion of surfactants,Player,207,Hell yes,0,0,0,0,0,0,5,2
3h,Reflection team discussion of surfactants,Player,206,Sir yes sir.,0,0,0,0,0,0,7,3
3h,Graphing Surfactant Data,Player,208,Aye Aye,0,0,0,0,0,0,1,2
3h,Reflection team discussion of surfactants,Mentor,201,What should your team's next step be?,0,1,1,0,0,0,4,7
